,Year,State,Population,Deaths Per 100k,City,# Killed,# Injured,# Victims,Gun Law Rank,Safety Grade,Incident Date
337,2017,Texas,28295273,12.22,Houston,0,5,5,34,F,10/9/2017
338,2017,Arizona,7044008,15.29,Phoenix,0,4,4,45,F,10/7/2017
339,2017,Illinois,12778828,10.78,Chicago,0,5,5,8,A,10/6/2017
340,2017,Arizona,7044008,15.29,Casa Grande,4,0,4,45,F,10/5/2017
341,2017,Florida,20963613,12.81,Miami,0,4,4,22,C,10/3/2017
342,2017,Kansas,2908718,14.65,Lawrence,3,2,5,43,F,10/1/2017
343,2017,Nevada,2969905,17.84,Las Vegas,59,441,500,15,C,10/1/2017
344,2017,Tennessee,6708799,17.82,Memphis,1,3,4,29,D,9/30/2017
345,2017,Louisiana,4670560,21.31,New Orleans,1,3,4,32,F,9/28/2017
346,2017,Pennsylvania,12787641,12.47,Philadelphia,1,3,4,12,C,9/26/2017
347,2017,Tennessee,6708799,17.82,Memphis,0,4,4,29,D,9/26/2017
348,2017,Maryland,6023868,11.61,Baltimore,2,2,4,6,A,9/26/2017
349,2017,Maryland,6023868,11.61,Baltimore,0,4,4,6,A,9/24/2017
350,2017,Tennessee,6708799,17.82,Antioch,1,8,9,29,D,9/24/2017
351,2017,New York,19589572,4.03,Syracuse,0,4,4,4,A,9/24/2017
352,2017,Pennsylvania,12787641,12.47,Philadelphia,0,4,4,12,C,9/24/2017
353,2017,New Jersey,8885525,4.75,Mays Landing,1,3,4,2,A,9/24/2017
354,2017,California,39358497,7.45,Bakersfield,1,4,5,1,A,9/23/2017
355,2017,Illinois,12778828,10.78,Danville,0,5,5,8,A,9/23/2017
356,2017,Connecticut,3573297,4.91,Hartford,2,2,4,3,A,9/23/2017
357,2017,Indiana,6658078,14.71,Gary,0,5,5,28,D,9/20/2017
358,2017,Michigan,9973114,12.82,Detroit,1,3,4,19,C,9/17/2017
359,2017,Virginia,8463587,11.76,Petersburg,1,4,5,26,D,9/17/2017
360,2017,South Carolina,5021268,17.51,Columbia,0,8,8,31,F,9/16/2017
361,2017,Illinois,12778828,10.78,Chicago,4,0,4,8,A,9/15/2017
362,2017,Tennessee,6708799,17.82,Memphis,1,5,6,29,D,9/13/2017
363,2017,Washington,7423362,10.32,Rockford,1,3,4,10,B,9/13/2017
364,2017,Pennsylvania,12787641,12.47,York,0,4,4,12,C,9/13/2017
365,2017,Pennsylvania,12787641,12.47,Philadelphia,0,4,4,12,C,9/13/2017
366,2017,Texas,28295273,12.22,Plano,9,1,10,34,F,9/10/2017
367,2017,Louisiana,4670560,21.31,New Orleans,1,3,4,32,F,9/10/2017
368,2017,Alabama,4874486,21.7,Selma,0,4,4,38,F,9/9/2017
369,2017,Illinois,12778828,10.78,Chicago,0,4,4,8,A,9/6/2017
370,2017,Illinois,12778828,10.78,Bellwood,0,4,4,8,A,9/4/2017
371,2017,California,39358497,7.45,Inglewood,2,3,5,1,A,9/3/2017
372,2017,Kentucky,4452268,16.81,Louisville,0,4,4,46,F,9/2/2017
373,2017,Illinois,12778828,10.78,Chicago,1,3,4,8,A,9/2/2017
374,2017,New Mexico,2091784,20.75,Clovis,2,4,6,17,C,8/28/2017
375,2017,California,39358497,7.45,Sacramento,1,4,5,1,A,8/27/2017
376,2017,Indiana,6658078,14.71,Evansville,1,3,4,28,D,8/27/2017
377,2017,Florida,20963613,12.81,Gainesville,0,4,4,22,C,8/25/2017
378,2017,Missouri,6106670,21.34,Saint Louis,4,0,4,46,F,8/24/2017
379,2017,Illinois,12778828,10.78,Chicago,0,4,4,8,A,8/22/2017
380,2017,New Jersey,8885525,4.75,Newark,0,4,4,2,A,8/21/2017
381,2017,New Jersey,8885525,4.75,Newark,1,3,4,2,A,8/21/2017
382,2017,North Carolina,10268233,13.26,Whitakers,4,0,4,24,D,8/21/2017
383,2017,Maryland,6023868,11.61,Baltimore,1,3,4,6,A,8/21/2017
384,2017,Tennessee,6708799,17.82,Memphis,0,4,4,29,D,8/21/2017
385,2017,New York,19589572,4.03,Brooklyn,0,4,4,4,A,8/20/2017
386,2017,Illinois,12778828,10.78,Chicago,2,5,7,8,A,8/20/2017
387,2017,Ohio,11659650,13.05,Cleveland,1,4,5,24,D,8/19/2017
388,2017,New York,19589572,4.03,Wyandanch,0,4,4,4,A,8/16/2017
389,2017,California,39358497,7.45,North Hollywood,2,2,4,1,A,8/14/2017
390,2017,Pennsylvania,12787641,12.47,Philadelphia,0,5,5,12,C,8/13/2017
391,2017,California,39358497,7.45,Sacramento,0,4,4,1,A,8/13/2017
392,2017,Virginia,8463587,11.76,Suffolk,0,4,4,26,D,8/13/2017
393,2017,Missouri,6106670,21.34,Saint Louis,1,3,4,46,F,8/12/2017
394,2017,Illinois,12778828,10.78,Chicago,1,6,7,8,A,8/8/2017
395,2017,New York,19589572,4.03,Bronx,0,6,6,4,A,8/6/2017
396,2017,New York,19589572,4.03,Bronx,0,4,4,4,A,8/6/2017
397,2017,California,39358497,7.45,Oakland,0,7,7,1,A,8/6/2017
398,2017,New Jersey,8885525,4.75,Lakewood,0,4,4,2,A,8/5/2017
399,2017,South Carolina,5021268,17.51,Allendale,1,3,4,31,F,8/5/2017
400,2017,Florida,20963613,12.81,Tallahassee,1,3,4,22,C,8/5/2017
401,2017,Montana,1052482,17.27,Lodge Grass,3,2,5,34,F,8/4/2017
402,2017,District of Columbia,694906,,Washington,1,3,4,,,8/3/2017
403,2017,Maryland,6023868,11.61,Baltimore,0,4,4,6,A,8/2/2017
404,2017,Illinois,12778828,10.78,Chicago,0,4,4,8,A,8/1/2017
405,2017,Washington,7423362,10.32,Toppenish,0,6,6,10,B,8/1/2017
406,2017,California,39358497,7.45,Fresno,0,7,7,1,A,8/1/2017
407,2017,Illinois,12778828,10.78,Decatur,0,4,4,8,A,7/31/2017
408,2017,Texas,28295273,12.22,El Paso,1,3,4,34,F,7/30/2017
409,2017,Virginia,8463587,11.76,Norfolk,1,5,6,26,D,7/30/2017
410,2017,New York,19589572,4.03,Buffalo,1,4,5,4,A,7/29/2017
411,2017,North Carolina,10268233,13.26,Salisbury,2,3,5,24,D,7/29/2017
412,2017,Delaware,956823,11.55,Wilmington,0,4,4,11,B,7/28/2017
413,2017,Illinois,12778828,10.78,Chicago,1,4,5,8,A,7/27/2017
414,2017,North Carolina,10268233,13.26,High Point,1,6,7,24,D,7/26/2017
415,2017,Florida,20963613,12.81,Jacksonville,1,3,4,22,C,7/25/2017
416,2017,Illinois,12778828,10.78,Chicago,1,3,4,8,A,7/23/2017
417,2017,Louisiana,4670560,21.31,Baton Rouge,0,4,4,32,F,7/23/2017
418,2017,Ohio,11659650,13.05,Cincinnati,0,5,5,24,D,7/22/2017
419,2017,Virginia,8463587,11.76,Richmond,0,5,5,26,D,7/19/2017
420,2017,California,39358497,7.45,Los Angeles,1,3,4,1,A,7/19/2017
421,2017,Wisconsin,5790186,10.13,Milwaukee,0,4,4,21,C,7/18/2017
422,2017,New Jersey,8885525,4.75,Trenton,1,3,4,2,A,7/18/2017
423,2017,Arizona,7044008,15.29,El Mirage,0,4,4,45,F,7/18/2017
424,2017,Pennsylvania,12787641,12.47,Philadelphia,1,3,4,12,C,7/15/2017
425,2017,Illinois,12778828,10.78,Chicago,0,4,4,8,A,7/15/2017
426,2017,Virginia,8463587,11.76,Lawrenceville,0,7,7,26,D,7/9/2017
427,2017,Illinois,12778828,10.78,Alton,0,4,4,8,A,7/8/2017
428,2017,Ohio,11659650,13.05,Cincinnati,1,8,9,24,D,7/8/2017
429,2017,Mississippi,2988510,22.81,Meridian,0,4,4,50,F,7/6/2017
430,2017,Georgia,10410330,15.72,Savannah,0,4,4,32,F,7/5/2017
431,2017,Illinois,12778828,10.78,Chicago (Roseland),2,2,4,8,A,7/5/2017
432,2017,Maine,1334612,10.32,Madison,4,1,5,34,F,7/5/2017
433,2017,Florida,20963613,12.81,Orlando (Pine Castle),0,4,4,22,C,7/4/2017
434,2017,Virginia,8463587,11.76,Hampton,1,4,5,26,D,7/4/2017
435,2017,North Carolina,10268233,13.26,Raleigh,1,3,4,24,D,7/4/2017
436,2017,Alabama,4874486,21.7,Prattville,3,1,4,38,F,7/3/2017
437,2017,Michigan,9973114,12.82,Pontiac,1,3,4,19,C,7/3/2017
438,2017,New Jersey,8885525,4.75,Jersey City,0,4,4,2,A,7/2/2017
439,2017,South Carolina,5021268,17.51,Greenwood,0,4,4,31,F,7/2/2017
440,2017,Arkansas,3001345,18.96,Little Rock,0,25,25,40,F,7/1/2017
441,2017,Illinois,12778828,10.78,Momence,0,4,4,8,A,7/1/2017
442,2017,New Jersey,8885525,4.75,Newark,2,2,4,2,A,7/1/2017
443,2017,California,39358497,7.45,Oakland,0,4,4,1,A,7/1/2017
444,2017,New York,19589572,4.03,Bronx,2,6,8,4,A,6/30/2017
445,2017,Illinois,12778828,10.78,Chicago,0,5,5,8,A,6/27/2017
446,2017,District of Columbia,694906,,Washington,0,4,4,,,6/25/2017
447,2017,Missouri,6106670,21.34,Saint Louis,1,3,4,46,F,6/25/2017
448,2017,Florida,20963613,12.81,Fort Lauderdale,1,4,5,22,C,6/24/2017
449,2017,New York,19589572,4.03,New York (Manhattan),0,5,5,4,A,6/24/2017
450,2017,New Jersey,8885525,4.75,Willingboro,0,4,4,2,A,6/24/2017
451,2017,Georgia,10410330,15.72,Atlanta,1,6,7,32,F,6/22/2017
452,2017,Missouri,6106670,21.34,Saint Louis,3,2,5,46,F,6/18/2017
453,2017,District of Columbia,694906,,Washington,0,4,4,,,6/18/2017
454,2017,Illinois,12778828,10.78,Chicago,0,4,4,8,A,6/18/2017
455,2017,South Carolina,5021268,17.51,Myrtle Beach,0,7,7,31,F,6/18/2017
456,2017,Illinois,12778828,10.78,Chicago,0,4,4,8,A,6/17/2017
457,2017,Ohio,11659650,13.05,Columbus,1,4,5,24,D,6/17/2017
458,2017,Virginia,8463587,11.76,Richmond,1,3,4,26,D,6/15/2017
459,2017,New Mexico,2091784,20.75,La Madera,5,0,5,17,C,6/15/2017
460,2017,Virginia,8463587,11.76,Alexandria,1,5,6,26,D,6/14/2017
461,2017,Ohio,11659650,13.05,Canton,0,4,4,24,D,6/14/2017
462,2017,California,39358497,7.45,San Francisco,4,2,6,1,A,6/14/2017
463,2017,Maryland,6023868,11.61,Baltimore,0,4,4,6,A,6/13/2017
464,2017,Maryland,6023868,11.61,Baltimore,2,2,4,6,A,6/13/2017
465,2017,Missouri,6106670,21.34,Saint Louis (University City),0,4,4,46,F,6/13/2017
466,2017,Illinois,12778828,10.78,Chicago,0,9,9,8,A,6/11/2017
467,2017,Tennessee,6708799,17.82,Chattanooga,0,4,4,29,D,6/11/2017
468,2017,Texas,28295273,12.22,Houston,0,4,4,34,F,6/11/2017
469,2017,Tennessee,6708799,17.82,Memphis,0,4,4,29,D,6/10/2017
470,2017,Texas,28295273,12.22,Fort Worth,2,5,7,34,F,6/9/2017
471,2017,Louisiana,4670560,21.31,New Orleans,0,6,6,32,F,6/8/2017
472,2017,Utah,3101042,13.14,Sandy,3,2,5,27,D,6/6/2017
473,2017,Florida,20963613,12.81,Orlando,6,0,6,22,C,6/5/2017
474,2017,Missouri,6106670,21.34,Saint Louis,2,2,4,46,F,6/3/2017
475,2017,Louisiana,4670560,21.31,New Orleans,3,2,5,32,F,6/3/2017
476,2017,California,39358497,7.45,Los Angeles,1,3,4,1,A,6/2/2017
477,2017,Texas,28295273,12.22,Laredo,2,3,5,34,F,6/2/2017
478,2017,Missouri,6106670,21.34,Saint Louis,3,1,4,46,F,6/1/2017
479,2017,Ohio,11659650,13.05,Middletown,1,3,4,24,D,5/30/2017
480,2017,Kentucky,4452268,16.81,Louisville,1,3,4,46,F,5/29/2017
481,2017,Alabama,4874486,21.7,Phenix City,0,12,12,38,F,5/28/2017
482,2017,New Jersey,8885525,4.75,Paterson,1,5,6,2,A,5/28/2017
483,2017,Mississippi,2988510,22.81,Moss Point,0,5,5,50,F,5/28/2017
484,2017,New York,19589572,4.03,New York (Manhattan),0,4,4,4,A,5/27/2017
485,2017,District of Columbia,694906,,Washington,1,7,8,,,5/27/2017
486,2017,Mississippi,2988510,22.81,Bogue Chitto,8,1,9,50,F,5/27/2017
487,2017,Florida,20963613,12.81,Miami,0,4,4,22,C,5/26/2017
488,2017,Iowa,3141550,8.62,Des Moines,1,3,4,19,C,5/21/2017
489,2017,Arizona,7044008,15.29,Mesa,0,4,4,45,F,5/21/2017
490,2017,Pennsylvania,12787641,12.47,Philadelphia,0,10,10,12,C,5/20/2017
491,2017,South Carolina,5021268,17.51,Ruffin,3,1,4,31,F,5/16/2017
492,2017,Arkansas,3001345,18.96,Jonesboro,1,6,7,40,F,5/14/2017
493,2017,Illinois,12778828,10.78,Dolton,0,5,5,8,A,5/14/2017
494,2017,Florida,20963613,12.81,Avon Park,0,5,5,22,C,5/14/2017
495,2017,Texas,28295273,12.22,Fort Worth,0,4,4,34,F,5/14/2017
496,2017,New Jersey,8885525,4.75,Trenton,1,3,4,2,A,5/10/2017
497,2017,Kansas,2908718,14.65,Kansas City,3,1,4,43,F,5/9/2017
498,2017,Illinois,12778828,10.78,Chicago,2,8,10,8,A,5/7/2017
499,2017,Michigan,9973114,12.82,Flint,1,3,4,19,C,5/4/2017
500,2017,Florida,20963613,12.81,Jacksonville,1,3,4,22,C,5/2/2017
501,2017,Texas,28295273,12.22,Dallas,2,3,5,34,F,5/1/2017
502,2017,California,39358497,7.45,San Diego,2,6,8,1,A,4/30/2017
503,2017,Kansas,2908718,14.65,Topeka,4,1,5,43,F,4/30/2017
504,2017,Florida,20963613,12.81,Jacksonville,0,5,5,22,C,4/30/2017
505,2017,South Carolina,5021268,17.51,Loris,1,5,6,31,F,4/30/2017
506,2017,California,39358497,7.45,Los Angeles (Boyle Heights),1,3,4,1,A,4/29/2017
507,2017,California,39358497,7.45,Sacramento,0,5,5,1,A,4/29/2017
508,2017,California,39358497,7.45,Whittier,1,5,6,1,A,4/29/2017
509,2017,Maryland,6023868,11.61,Germantown,1,3,4,6,A,4/29/2017
510,2017,California,39358497,7.45,Compton,0,4,4,1,A,4/29/2017
511,2017,Virginia,8463587,11.76,Virginia Beach,0,4,4,26,D,4/29/2017
512,2017,Pennsylvania,12787641,12.47,Chester,0,4,4,12,C,4/28/2017
513,2017,New Jersey,8885525,4.75,Newark,1,3,4,2,A,4/27/2017
514,2017,Florida,20963613,12.81,Miami,0,4,4,22,C,4/26/2017
515,2017,Florida,20963613,12.81,Palm Bay,2,2,4,22,C,4/21/2017
516,2017,Kentucky,4452268,16.81,Louisville,0,4,4,46,F,4/20/2017
517,2017,California,39358497,7.45,Vallejo,0,4,4,1,A,4/16/2017
518,2017,North Carolina,10268233,13.26,Elizabeth City,0,4,4,24,D,4/16/2017
519,2017,Ohio,11659650,13.05,Columbus,0,9,9,24,D,4/16/2017
520,2017,Illinois,12778828,10.78,Rock Falls,0,4,4,8,A,4/15/2017
521,2017,Pennsylvania,12787641,12.47,Philadelphia,0,4,4,12,C,4/15/2017
522,2017,Indiana,6658078,14.71,Indianapolis,0,4,4,28,D,4/15/2017
523,2017,Alabama,4874486,21.7,Birmingham,0,6,6,38,F,4/15/2017
524,2017,Illinois,12778828,10.78,Harvey,0,4,4,8,A,4/15/2017
525,2017,California,39358497,7.45,Banning,0,4,4,1,A,4/15/2017
526,2017,Georgia,10410330,15.72,Atlanta,1,3,4,32,F,4/13/2017
527,2017,Texas,28295273,12.22,San Antonio,1,3,4,34,F,4/9/2017
528,2017,Indiana,6658078,14.71,Fort Wayne,1,3,4,28,D,4/9/2017
529,2017,North Carolina,10268233,13.26,Hickory,3,1,4,24,D,4/7/2017
530,2017,Texas,28295273,12.22,Houston,5,0,5,34,F,4/7/2017
531,2017,Minnesota,5566230,7.79,Saint Paul,4,1,5,13,C,4/7/2017
532,2017,Illinois,12778828,10.78,Chicago,1,5,6,8,A,4/7/2017
533,2017,Louisiana,4670560,21.31,Lake Charles,1,3,4,32,F,4/6/2017
534,2017,Pennsylvania,12787641,12.47,Philadelphia,3,1,4,12,C,4/3/2017
535,2017,Texas,28295273,12.22,Lubbock,0,7,7,34,F,4/3/2017
536,2017,Illinois,12778828,10.78,Chicago,2,4,6,8,A,4/2/2017
537,2017,Iowa,3141550,8.62,Des Moines,0,5,5,19,C,4/2/2017
538,2017,California,39358497,7.45,Pittsburg,0,5,5,1,A,4/1/2017
539,2017,Florida,20963613,12.81,Tampa,1,4,5,22,C,4/1/2017
540,2017,Oklahoma,3931316,16.71,Oklahoma City,2,3,5,40,F,4/1/2017
541,2017,Illinois,12778828,10.78,Chicago,4,0,4,8,A,3/30/2017
542,2017,Florida,20963613,12.81,Sanford,2,4,6,22,C,3/27/2017
543,2017,Ohio,11659650,13.05,Cleveland,2,2,4,24,D,3/26/2017
544,2017,Texas,28295273,12.22,Houston,2,4,6,34,F,3/26/2017
545,2017,Ohio,11659650,13.05,Cincinnati,2,15,17,24,D,3/26/2017
546,2017,Tennessee,6708799,17.82,Knoxville,1,4,5,29,D,3/25/2017
547,2017,Michigan,9973114,12.82,Detroit,1,3,4,19,C,3/25/2017
548,2017,Ohio,11659650,13.05,Cleveland,2,2,4,24,D,3/25/2017
549,2017,California,39358497,7.45,Fresno,1,4,5,1,A,3/24/2017
550,2017,Missouri,6106670,21.34,Saint Louis,1,6,7,46,F,3/24/2017
551,2017,Wisconsin,5790186,10.13,Rothschild,5,0,5,21,C,3/22/2017
552,2017,Kentucky,4452268,16.81,Louisville,1,5,6,46,F,3/19/2017
553,2017,Michigan,9973114,12.82,Detroit,3,2,5,19,C,3/18/2017
554,2017,Louisiana,4670560,21.31,Metairie,3,1,4,32,F,3/15/2017
555,2017,Illinois,12778828,10.78,Chicago,2,2,4,8,A,3/10/2017
556,2017,Louisiana,4670560,21.31,New Orleans (Gentilly),3,1,4,32,F,3/10/2017
557,2017,Illinois,12778828,10.78,Chicago,0,4,4,8,A,3/7/2017
558,2017,Georgia,10410330,15.72,Columbus,0,4,4,32,F,3/5/2017
559,2017,Kansas,2908718,14.65,Topeka,1,4,5,43,F,3/4/2017
560,2017,California,39358497,7.45,Sacramento,0,4,4,1,A,3/4/2017
561,2017,Pennsylvania,12787641,12.47,Philadelphia,0,4,4,12,C,3/3/2017
562,2017,California,39358497,7.45,Riverside,0,5,5,1,A,3/3/2017
563,2017,Ohio,11659650,13.05,Cincinnati,0,6,6,24,D,2/28/2017
564,2017,Virginia,8463587,11.76,Newport News,0,4,4,26,D,2/27/2017
565,2017,Indiana,6658078,14.71,Gary,1,4,5,28,D,2/26/2017
566,2017,Ohio,11659650,13.05,Warren,2,3,5,24,D,2/25/2017
567,2017,Florida,20963613,12.81,Jacksonville,1,4,5,22,C,2/25/2017
568,2017,New York,19589572,4.03,Rochester,0,4,4,4,A,2/22/2017
569,2017,Ohio,11659650,13.05,Cleveland,0,4,4,24,D,2/21/2017
570,2017,Mississippi,2988510,22.81,Toomsuba,4,0,4,50,F,2/21/2017
571,2017,Ohio,11659650,13.05,Cleveland,0,5,5,24,D,2/20/2017
572,2017,Virginia,8463587,11.76,Norfolk,1,3,4,26,D,2/19/2017
573,2017,Pennsylvania,12787641,12.47,Philadelphia,0,4,4,12,C,2/18/2017
574,2017,Indiana,6658078,14.71,South Bend,1,3,4,28,D,2/18/2017
575,2017,California,39358497,7.45,Salinas,0,4,4,1,A,2/15/2017
576,2017,Illinois,12778828,10.78,Chicago,3,2,5,8,A,2/15/2017
577,2017,Missouri,6106670,21.34,Caruthersville,1,6,7,46,F,2/12/2017
578,2017,New York,19589572,4.03,Newburgh,1,3,4,4,A,2/12/2017
579,2017,Florida,20963613,12.81,Greenville,0,5,5,22,C,2/12/2017
580,2017,Illinois,12778828,10.78,Chicago,1,3,4,8,A,2/11/2017
581,2017,Tennessee,6708799,17.82,Savannah,0,4,4,29,D,2/11/2017
582,2017,Louisiana,4670560,21.31,New Orleans,1,5,6,32,F,2/10/2017
583,2017,Mississippi,2988510,22.81,Jackson,4,0,4,50,F,2/9/2017
584,2017,Ohio,11659650,13.05,Cleveland,1,4,5,24,D,2/8/2017
585,2017,South Carolina,5021268,17.51,Columbia,0,4,4,31,F,2/7/2017
586,2017,Arkansas,3001345,18.96,Little Rock,1,4,5,40,F,2/7/2017
587,2017,Mississippi,2988510,22.81,Yazoo City,4,0,4,50,F,2/6/2017
588,2017,Tennessee,6708799,17.82,Memphis,0,4,4,29,D,1/31/2017
589,2017,District of Columbia,694906,,Washington,0,4,4,,,1/31/2017
590,2017,Minnesota,5566230,7.79,Minneapolis (Crystal),0,4,4,13,C,1/30/2017
591,2017,Louisiana,4670560,21.31,Shreveport,1,4,5,32,F,1/29/2017
592,2017,Washington,7423362,10.32,Bremerton,4,0,4,10,B,1/27/2017
593,2017,Tennessee,6708799,17.82,Brownsville,0,10,10,29,D,1/27/2017
594,2017,Georgia,10410330,15.72,Albany,2,3,5,32,F,1/26/2017
595,2017,Illinois,12778828,10.78,Chicago,0,6,6,8,A,1/25/2017
596,2017,Texas,28295273,12.22,Manvel,3,2,5,34,F,1/22/2017
597,2017,Illinois,12778828,10.78,Chicago (Englewood),0,4,4,8,A,1/22/2017
598,2017,Georgia,10410330,15.72,Atlanta,3,1,4,32,F,1/22/2017
599,2017,Georgia,10410330,15.72,Jonesboro,0,6,6,32,F,1/21/2017
600,2017,Florida,20963613,12.81,Boynton Beach,0,5,5,22,C,1/21/2017
601,2017,Tennessee,6708799,17.82,Memphis,2,2,4,29,D,1/21/2017
602,2017,Mississippi,2988510,22.81,Como,1,4,5,50,F,1/20/2017
603,2017,California,39358497,7.45,Fresno,0,4,4,1,A,1/20/2017
604,2017,Texas,28295273,12.22,Houston,0,4,4,34,F,1/16/2017
605,2017,Florida,20963613,12.81,Miami,0,8,8,22,C,1/16/2017
606,2017,Colorado,5611885,15.14,Capulin,3,1,4,14,C,1/15/2017
607,2017,Mississippi,2988510,22.81,Magnolia,1,4,5,50,F,1/15/2017
608,2017,Missouri,6106670,21.34,Kansas City,3,2,5,46,F,1/12/2017
609,2017,California,39358497,7.45,Salinas,2,2,4,1,A,1/12/2017
610,2017,New Jersey,8885525,4.75,Newark,1,3,4,2,A,1/11/2017
611,2017,Illinois,12778828,10.78,Chicago,1,3,4,8,A,1/11/2017
612,2017,Michigan,9973114,12.82,Flint,1,3,4,19,C,1/7/2017
613,2017,California,39358497,7.45,Pasadena,2,2,4,1,A,1/6/2017
614,2017,Florida,20963613,12.81,Fort Lauderdale,5,6,11,22,C,1/6/2017
615,2017,California,39358497,7.45,Fontana,3,1,4,1,A,1/4/2017
616,2017,Texas,28295273,12.22,Allen,0,4,4,34,F,1/3/2017
617,2017,Mississippi,2988510,22.81,Winstonville,0,5,5,50,F,1/1/2017
618,2017,Texas,28295273,12.22,Dallas,1,3,4,34,F,1/1/2017
619,2017,Florida,20963613,12.81,Miami,0,7,7,22,C,1/1/2017
620,2022,Michigan,9995212,12.82,Stanwood,4,1,5,19,C,5/27/2022
621,2022,Alabama,4949697,21.7,Anniston,0,6,6,38,F,5/27/2022
622,2022,Pennsylvania,12805190,12.47,Philadelphia,0,4,4,12,C,5/25/2022
623,2022,Texas,30097526,12.22,Uvalde,22,17,39,34,F,5/24/2022
624,2022,South Carolina,5342388,17.51,North Charleston,0,5,5,31,F,5/23/2022
625,2022,Ohio,11727377,13.05,Cleveland,0,5,5,24,D,5/23/2022
626,2022,Indiana,6842385,14.71,Goshen,2,3,5,28,D,5/21/2022
627,2022,Washington,7887965,10.32,Tacoma,0,4,4,10,B,5/21/2022
628,2022,Florida,22177997,12.81,Kissimmee,1,3,4,22,C,5/20/2022
629,2022,California,39664128,7.45,Highland,1,8,9,1,A,5/20/2022
630,2022,Louisiana,4616106,21.31,New Orleans,1,3,4,32,F,5/20/2022
631,2022,Illinois,12518071,10.78,Chicago,2,7,9,8,A,5/19/2022
632,2022,Pennsylvania,12805190,12.47,Philadelphia,0,5,5,12,C,5/18/2022
633,2022,California,39664128,7.45,Palo Alto (East Palo Alto),1,3,4,1,A,5/17/2022
634,2022,California,39664128,7.45,Laguna Woods,1,5,6,1,A,5/15/2022
635,2022,North Carolina,10807491,13.26,Winston Salem (Winston-salem),0,7,7,24,D,5/15/2022
636,2022,North Carolina,10807491,13.26,Elizabeth City,0,4,4,24,D,5/15/2022
637,2022,Texas,30097526,12.22,Houston,2,3,5,34,F,5/15/2022
638,2022,Texas,30097526,12.22,Amarillo,1,4,5,34,F,5/15/2022
639,2022,New York,19223191,4.03,Buffalo,10,3,13,4,A,5/14/2022
640,2022,Wisconsin,5867518,10.13,Milwaukee,0,17,17,21,C,5/13/2022
641,2022,Arkansas,3042017,18.96,Hot Springs National Park (Hot Springs),1,4,5,40,F,5/12/2022
642,2022,Illinois,12518071,10.78,Chicago,0,4,4,8,A,5/11/2022
643,2022,Missouri,6184843,21.34,Saint Louis,1,3,4,46,F,5/11/2022
644,2022,Indiana,6842385,14.71,Indianapolis,0,4,4,28,D,5/11/2022
645,2022,New Jersey,8870685,4.75,Paterson,1,4,5,2,A,5/11/2022
646,2022,Maryland,6075314,11.61,Baltimore,0,5,5,6,A,5/10/2022
647,2022,Illinois,12518071,10.78,Chicago,1,4,5,8,A,5/10/2022
648,2022,Illinois,12518071,10.78,Chicago,0,6,6,8,A,5/10/2022
649,2022,Pennsylvania,12805190,12.47,Philadelphia,0,4,4,12,C,5/10/2022
650,2022,Maryland,6075314,11.61,Baltimore,1,3,4,6,A,5/10/2022
651,2022,Texas,30097526,12.22,Brookshire,1,3,4,34,F,5/10/2022
652,2022,Michigan,9995212,12.82,Detroit,0,4,4,19,C,5/9/2022
653,2022,Alabama,4949697,21.7,Tuscaloosa,0,5,5,38,F,5/9/2022
654,2022,Georgia,10936299,15.72,Clarkston,3,3,6,32,F,5/8/2022
655,2022,Kentucky,4487233,16.81,Lexington,2,3,5,46,F,5/7/2022
656,2022,Texas,30097526,12.22,Garland,2,2,4,34,F,5/7/2022
657,2022,Florida,22177997,12.81,Miami,0,4,4,22,C,5/7/2022
658,2022,Louisiana,4616106,21.31,New Orleans,2,4,6,32,F,5/6/2022
659,2022,Washington,7887965,10.32,Sunnyside,0,5,5,10,B,5/5/2022
660,2022,Louisiana,4616106,21.31,Baton Rouge,0,5,5,32,F,5/3/2022
661,2022,Kansas,2919179,14.65,Cowley (county),0,4,4,43,F,5/3/2022
662,2022,Texas,30097526,12.22,Beaumont,0,5,5,34,F,5/3/2022
663,2022,Louisiana,4616106,21.31,Lafayette,0,12,12,32,F,5/1/2022
664,2022,Ohio,11727377,13.05,Springfield,1,4,5,24,D,5/1/2022
665,2022,Florida,22177997,12.81,Tarpon Springs,0,6,6,22,C,5/1/2022
666,2022,South Carolina,5342388,17.51,North Charleston,1,3,4,31,F,5/1/2022
667,2022,Georgia,10936299,15.72,Atlanta,1,4,5,32,F,4/30/2022
668,2022,Mississippi,2961536,22.81,Jackson,1,5,6,50,F,4/30/2022
669,2022,Tennessee,7001803,17.82,Jackson,2,2,4,29,D,4/29/2022
670,2022,Louisiana,4616106,21.31,New Orleans,0,6,6,32,F,4/29/2022
671,2022,Mississippi,2961536,22.81,Laurel,0,4,4,50,F,4/29/2022
672,2022,Alabama,4949697,21.7,Bessemer,1,3,4,38,F,4/28/2022
673,2022,Illinois,12518071,10.78,Chicago,0,4,4,8,A,4/27/2022
674,2022,Louisiana,4616106,21.31,Opelousas,2,3,5,32,F,4/27/2022
675,2022,Mississippi,2961536,22.81,Biloxi,4,0,4,50,F,4/27/2022
676,2022,Texas,30097526,12.22,San Antonio,0,5,5,34,F,4/27/2022
677,2022,Arizona,7640796,15.29,Phoenix,0,4,4,45,F,4/27/2022
678,2022,Alabama,4949697,21.7,Birmingham,1,3,4,38,F,4/25/2022
